NO,의원명,업무구분,대표전화,주소,평일 진료,토요일 진료,일요일 진료,공휴일 진료,위도,경도
9714,이민녕성형외과의원,의원,02-980-6633,"서울특별시 성북구 도봉로 33, (길음동)",09:00~18:00,09:00~16:00,-,-,37.6122084,127.0299872
382,서울내과의원,의원,02-976-7550,"서울특별시 중랑구 동일로 917, 3층 (묵동)",09:00~18:30,09:00~13:00,-,-,37.6122155,127.0771203
419,오성은이비인후과의원,의원,02-978-4745,서울특별시 중랑구 동일로 917 (묵동),09:30~18:30,09:30~16:00,-,-,37.6122155,127.0771203
1219,김시욱안과의원,의원,02-974-3511,서울특별시 중랑구 동일로 917,09:30~18:00,09:30~15:00,-,-,37.6122155,127.0771203
16050,효치과의원,치과,02-973-3629,"서울특별시 중랑구 동일로 917, 2층 (묵동)",09:30~18:30,-,-,-,37.6122155,127.0771203
2702,의료법인유라의료재단온누리요양의원,요양의원,02-919-2700,서울특별시 성북구 화랑로 271 (장위동),09:00~17:45,09:00~12:00,-,-,37.6122209,127.0587455
13374,경희민한의원,한의원,02-981-1075,"서울특별시 성북구 숭인로16길 4, 지상1층 (길음동)",09:30~21:00,09:30~13:00,-,-,37.6122317,127.0296651
3645,예인치과의원,치과,02-948-2915,"서울특별시 중랑구 공릉로2길 7, 2층 1호 (묵동, 구산빌딩)",10:00~18:30,10:00~14:00,-,-,37.6122423,127.0782812
2717,다솔한의원,한의원,02-973-4415,서울특별시 중랑구 공릉로2길 7 (묵동),09:30~19:00,09:30~13:00,-,-,37.6122423,127.0782812
2427,은평서울정형외과의원,의원,02-355-8182,서울특별시 은평구 불광로 60 (불광동),09:00~18:00,09:00~13:00,-,-,37.6122545,126.9321289
14848,서부성모의원,의원,02-385-9730,"서울특별시 은평구 불광로 60, 2층 201호 (불광동)",09:00~18:30,09:00~16:00,-,-,37.6122545,126.9321289
15739,진이비인후과의원,의원,02-385-1675,"서울특별시 은평구 불광로 60, 202호 (불광동, 라비앙프라자)",09:00~19:00,09:00~16:00,-,-,37.6122545,126.9321289
12006,센트럴치과의원,치과,02-386-7528,서울특별시 은평구 불광로 60,09:30~18:30,09:30~14:00,-,-,37.6122545,126.9321289
9113,참신한의원,한의원,02-387-7575,"서울특별시 은평구 불광로 60, 302호 (불광동, 라비앙프라자)",09:00~19:00,09:30~16:00,-,09:30~16:00,37.6122545,126.9321289
3276,박제상재활의학과의원,의원,02-353-4419,"서울특별시 은평구 통일로 750, 2층 (불광동)",09:00~19:00,09:00~15:00,-,-,37.6123507,126.9286826
15339,우리사랑내과의원,의원,02-354-0557,"서울특별시 은평구 통일로 750, 2층 (불광동, 경일빌딩)",09:00~18:00,09:00~13:00,-,-,37.6123507,126.9286826
9092,연세내과의원,의원,02-6052-0475,"서울특별시 은평구 불광로 59, 2층 (불광동, 나호)",09:00~18:00,09:00~13:00,-,-,37.6123527,126.9317578
15517,이존치과의원,치과,02-973-2525,"서울특별시 중랑구 동일로 918, 2층 (묵동)",10:00~19:00,10:00~16:00,-,-,37.6123916,127.0776961
1901,경희활인서한의원,한의원,02-971-1075,"서울특별시 중랑구 동일로 918, 3층 (묵동)",09:30~19:00,09:30~15:00,-,-,37.6123916,127.0776961
13573,한마음치과의원,치과,02-988-2838,"서울특별시 강북구 숭인로 73, 2층 (미아동, 풍원빌딩)",09:30~18:30,09:30~14:00,-,-,37.6124734,127.0297059
10174,오대한의원,한의원,02-972-1033,서울특별시 중랑구 동일로 919 (묵동),09:30~17:30,09:30~14:30,-,-,37.6124756,127.0770797
14168,경희희망한의원,한의원,02-984-7500,"서울특별시 강북구 숭인로 63-1, 2층 (미아동)",09:30~19:00,09:30~15:00,-,-,37.6125333,127.0288523
9890,홍익한의원,한의원,02-982-1075,"서울특별시 강북구 숭인로 67-1 (미아동, 홍익한의원)",10:00~19:00,10:00~15:00,-,10:00~15:00,37.6125962,127.029275
4360,참잘하는치과의원,치과,02-987-2882,"서울특별시 강북구 숭인로 61, 2층 (미아동)",09:30~18:00,09:30~14:00,-,-,37.6126079,127.0284108
2946,화인마취통증의학과의원,의원,02-971-8275,"서울특별시 강북구 도봉로 40, 7층 (미아동, 대경빌딩)",09:00~19:00,09:00~13:00,-,-,37.612616,127.0304455
3707,이상환신경정신과의원,의원,02-985-3364,"서울특별시 강북구 도봉로 40, 3층 (미아동, 대경빌딩)",09:30~19:00,09:30~15:00,-,-,37.612616,127.0304455
11013,건강드림내과의원,의원,02-945-3377,서울특별시 강북구 도봉로 40,09:00~19:30,09:00~16:00,-,-,37.612616,127.0304455
13846,이명희산부인과의원,의원,02-982-4532,"서울특별시 강북구 도봉로 40 (미아동, 대경빌딩)",09:30~18:20,09:30~14:00,-,-,37.612616,127.0304455
14783,비해피이상양의원,의원,02-984-4965,"서울특별시 강북구 도봉로 40 (미아동, 대경빌딩)",09:30~19:00,09:30~16:00,-,-,37.612616,127.0304455
5083,미아연세치과의원,치과,02-981-2828,"서울특별시 강북구 도봉로 40, 3층 (미아동)",10:00~19:00,10:00~13:00,-,-,37.612616,127.0304455
16706,서울우리내과의원,의원,02-988-9800,"서울특별시 강북구 숭인로 63, 3층 (미아동)",09:00~17:50,08:00~12:50,-,-,37.6126334,127.028666
13896,우리동네한의원,한의원,02-983-7553,"서울특별시 강북구 숭인로 63, 2층 (미아동, 송원빌딩)",09:00~18:30,09:00~15:30,-,-,37.6126334,127.028666
1811,타임한의원,한의원,02-2138-1275,"서울특별시 은평구 서오릉로 175, 201호 (구산동, 엘타워)",09:00~19:00,09:00~14:00,-,-,37.6126532,126.9139788
6437,은평타임치과의원,치과,02-6481-2875,"서울특별시 은평구 서오릉로 162, 5층 (갈현동)",09:30~18:30,09:30~14:00,-,-,37.6126569,126.9153669
4222,서울닥터굿치과의원,치과,02-357-7522,"서울특별시 은평구 서오릉로 160, 2층 (갈현동)",09:30~18:30,10:00~16:00,-,-,37.6126936,126.9156587
1104,365백세한의원,한의원,02-2234-0102,"서울특별시 중랑구 공릉로 21, 2층 (묵동)",10:00~22:00,10:00~17:00,10:00~17:00,10:00~17:00,37.6126962,127.0777611
11048,경희한의원,한의원,02-989-1075,서울특별시 강북구 도봉로 41-1,09:30~19:00,09:30~17:00,-,-,37.6127336,127.0296896
5222,강북서울의원,의원,02-988-8275,서울특별시 강북구 월계로7나길 8 (미아동),09:00~20:00,09:00~15:00,-,09:00~15:00,37.6127757,127.0334957
4077,소생한의원,한의원,02-3472-7510,서울특별시 강북구 월계로7나길 8 (미아동),09:30~18:30,09:30~14:00,-,-,37.6127757,127.0334957
5053,연세바른치과의원,치과,02-389-8147,서울특별시 은평구 서오릉로 166,09:30~18:30,09:30~15:00,-,-,37.612817,126.9152531
7840,경희우소한의원,한의원,02-386-6101,"서울특별시 은평구 서오릉로 166, 3층 (갈현동, 유풍빌딩)",09:30~18:30,09:30~16:00,-,-,37.612817,126.9152531
16321,성북정형외과의원,의원,02-918-0649,서울특별시 성북구 화랑로 285 (장위동),09:00~19:00,09:00~14:00,-,-,37.6128437,127.0601899
13457,효암한의원,한의원,02-2208-7575,서울특별시 중랑구 동일로 923 (묵동),09:30~19:00,09:30~16:00,-,-,37.6128461,127.0768943
15341,우리신경외과의원,의원,02-352-8263,"서울특별시 은평구 서오릉로 168, 2층 (갈현동)",09:00~18:30,09:00~14:00,-,-,37.6128468,126.9149628
3931,서울덴치과의원,치과,02-354-4232,"서울특별시 은평구 서오릉로 168, 4층 (갈현동)",09:30~18:00,09:30~14:00,-,-,37.6128468,126.9149628
13335,활기찬재림한의원,한의원,02-359-0379,"서울특별시 은평구 서오릉로 168, 5층 (갈현동)",09:30~19:00,09:30~16:00,-,-,37.6128468,126.9149628
13544,다솜연세가정의학과의원,의원,02-968-5888,"서울특별시 성북구 한천로78길 53, 2층 (석관동, 다솜빌딩)",09:00~18:30,09:00~12:30,-,-,37.6128498,127.0646344
16236,이동희치과의원,치과,02-913-1093,서울특별시 성북구 화랑로 287 (장위동),09:30~18:00,09:30~13:00,-,-,37.6129145,127.0603231
4701,동우미앤미치과의원,치과,02-963-2876,"서울특별시 성북구 한천로76다길 43 , 3층 (석관동,모아빌딩)",09:30~19:00,09:30~15:00,-,-,37.6129626,127.0650071
14338,김철우내과의원,의원,02-977-7755,"서울특별시 중랑구 동일로 925, 2층 (묵동)",09:00~19:00,09:00~16:00,-,-,37.6129836,127.0768707
15908,하태윤산부인과의원,의원,02-975-7576,"서울특별시 중랑구 동일로 925, 7층 (묵동, 하태윤산부인과)",10:00~18:30,10:00~15:00,-,-,37.6129836,127.0768707
11407,두산의원,의원,02-965-7513,서울특별시 성북구 화랑로48길 16,09:30~18:30,09:30~15:00,-,-,37.6130498,127.0685315
12132,아름다운치과의원,치과,02-967-2815,서울특별시 성북구 화랑로48길 16,09:30~19:00,09:30~13:00,-,-,37.6130498,127.0685315
16254,연세다나아마취통증의학과의원,의원,02-959-7575,"서울특별시 성북구 한천로76다길 46, 4층 (석관동)",09:00~19:00,09:00~15:30,-,-,37.6131016,127.0652578
13385,하늘꽃한의원,한의원,02-959-7533,"서울특별시 성북구 한천로76다길 46, 2층 (석관동, 태영빌딩)",09:30~19:00,09:30~16:00,-,-,37.6131016,127.0652578
12032,송근한의원,한의원,02-356-1075,서울특별시 은평구 통일로 760,10:00~18:00,10:00~15:00,-,-,37.6131038,126.9281506
8337,박내과의원,의원,02-911-2019,"서울특별시 성북구 장월로12길 15, (장위동)",09:00~18:00,09:00~13:00,-,-,37.6131079,127.0499523
9887,용한의원,한의원,02-980-5570,서울특별시 강북구 월계로7길 67 (미아동),09:30~19:00,09:00~16:30,-,09:00~16:30,37.6131323,127.0341162
978,행복찾기정신과의원,의원,02-981-7772,"서울특별시 강북구 도봉로 45 (미아동, 숭인시장)",10:00~18:00,10:00~15:00,-,-,37.6131571,127.0294686
3745,밀레니엄치과의원,치과,02-980-2833,서울특별시 강북구 도봉로 45,10:00~19:00,09:30~14:00,-,-,37.6131571,127.0294686
9550,에이스치과의원,치과,02-945-0015,"서울특별시 강북구 도봉로 45, 2층 (미아동)",10:00~18:30,09:30~16:00,-,-,37.6131571,127.0294686
14684,박치과의원,치과,02-989-8918,서울특별시 강북구 도봉로 45 (미아동),09:30~18:00,-,-,-,37.6131571,127.0294686
4869,지인소아청소년과의원,의원,02-987-6281,"서울특별시 강북구 삼양로19길 25, 107동 B102호 (미아동, 삼성래미안트리베라1차)",09:00~18:30,09:00~13:00,-,-,37.6132194,127.0204388
9096,사상참경희한의원,한의원,02-980-4416,서울특별시 강북구 오패산로30길 2 (미아동),09:00~20:00,09:00~16:00,09:00~16:00,09:00~16:00,37.6132353,127.0344969
15828,코숨한의원,한의원,02-391-6030,"서울특별시 종로구 평창길 330 (평창동, 북악휴게소)",09:00~18:30,09:00~18:30,09:00~15:00,-,37.6132539,126.9780657
2490,서울특별시서울의료원,종합병원,02-2276-7000,서울특별시 중랑구 신내로 156 (신내동),08:00~16:30,09:00~12:00,-,-,37.6132762,127.0978309
16426,홍요한내과의원,의원,02-911-2575,"서울특별시 성북구 장위로 124, 2층 (장위동)",09:00~19:00,09:00~16:00,-,-,37.6133082,127.0505595
13513,전은의산부인과의원,의원,02-941-7310,서울특별시 성북구 장월로 83 (장위동),10:00~18:00,10:00~13:00,-,-,37.6133146,127.0488879
9922,김종탁치과의원,치과,02-919-1399,서울특별시 성북구 장위로 116-1 (장위동),10:00~18:30,10:00~13:00,-,-,37.6133264,127.0496584
1246,신재활의학과의원,의원,02-6235-4700,서울특별시 은평구 서오릉로 193 (구산동),08:30~18:30,08:30~13:00,-,-,37.6133709,126.9120607
4630,석계고운이치과의원,치과,02-962-2755,"서울특별시 성북구 한천로78길 68, 2층 (석관동)",09:30~18:30,09:30~13:00,-,-,37.6134523,127.0652177
9864,강북삼성의원,의원,02-965-6900,"서울특별시 성북구 화랑로40길 54, 지상3,4층 (석관동, 영원빌딩)",09:00~18:00,09:00~13:00,-,-,37.6134561,127.0644912
16436,성심가정의학과의원,의원,02-917-4332,"서울특별시 성북구 장위로 112, 2층 (장위동)",09:00~18:30,09:00~14:00,-,-,37.6134656,127.0489121
6845,구산한의원,한의원,02-383-0804,"서울특별시 은평구 서오릉로 195, 2층 (구산동)",09:00~19:00,09:00~16:00,-,09:00~13:00,37.6134907,126.9118277
14884,서울비케이치과의원,치과,02-943-8942,"서울특별시 성북구 장위로 119, 지상2층 (장위동)",10:00~19:00,10:00~16:00,-,-,37.6135101,127.0500477
8329,참이비인후과의원,의원,02-942-7512,"서울특별시 성북구 장위로 121, 3층 (장위동)",09:00~19:00,09:00~14:30,-,-,37.6135108,127.050239
10776,명성하한의원,한의원,02-941-1075,"서울특별시 성북구 장위로 121, 지상1,2층 (장위동)",09:30~19:00,09:30~15:00,-,-,37.6135108,127.050239
16218,차앤안치과의원,치과,02-941-7514,"서울특별시 성북구 장위로 110, 3층 (장위동)",09:30~18:30,09:30~14:00,-,-,37.6135274,127.0487783
10106,화목토한의원,한의원,02-942-7533,"서울특별시 성북구 장위로 123, 지상2층 (장위동)",09:30~19:00,09:30~16:00,-,-,37.6135382,127.0504775
13950,신내과의원,의원,02-986-0534,"서울특별시 강북구 오패산로 130 (미아동, 동명빌딩)",09:00~19:00,09:00~15:00,-,-,37.613547,127.0342673
9593,예일치과의원,치과,02-989-9875,"서울특별시 강북구 오패산로 130 (미아동, 동명빌딩)",10:00~18:30,10:00~14:00,-,-,37.613547,127.0342673
15210,연세미치과의원,치과,02-385-7912,"서울특별시 은평구 서오릉로 201, 2층 (구산동)",10:00~17:30,10:00~13:00,-,-,37.6136915,126.9111905
2719,묵동제일정형외과의원,의원,02-974-9334,서울특별시 중랑구 동일로 933 (묵동),09:00~19:00,09:00~15:00,-,-,37.6137389,127.0765823
8374,우리연세재활의학과의원,의원,02-943-7515,"서울특별시 성북구 장위로 107, 지상1층 (장위동)",09:00~19:00,09:00~15:00,-,-,37.6137487,127.0487185
8330,서울치과의원,치과,02-941-9030,"서울특별시 성북구 장위로 107, 2층 (장위동)",09:30~18:30,09:30~15:00,-,-,37.6137487,127.0487185
15607,장위성모정형외과의원,의원,02-942-7582,"서울특별시 성북구 장위로 105-1, 201호 (장위동)",09:00~18:00,09:00~15:00,-,-,37.6137517,127.048543
4810,메이디산부인과의원,의원,02-6312-6312,"서울특별시 강북구 도봉로 52, 7층 (미아동, 와이스퀘어)",10:00~20:00,10:00~16:00,-,-,37.6137682,127.0305443
4871,설정형외과의원,의원,02-6312-6300,"서울특별시 강북구 도봉로 52, 7층 (미아동, 와이스퀘어)",09:00~19:00,09:00~14:00,-,-,37.6137682,127.0305443
4875,연세스퀘어의원,의원,02-985-7512,"서울특별시 강북구 도봉로 52, 6층 (미아동, 와이스케어빌딩)",10:00~21:00,10:00~16:00,-,-,37.6137682,127.0305443
14101,강북연세이비인후과의원,의원,02-989-7587,"서울특별시 강북구 도봉로 52, 8층 (미아동, 와이스퀘어빌딩)",09:30~19:00,09:30~16:00,-,-,37.6137682,127.0305443
16397,멋진남성의원,의원,02-712-8275,"서울특별시 강북구 도봉로 52, 7층 (미아동)",09:00~19:00,09:00~14:00,-,-,37.6137682,127.0305443
5901,뉴밀레니엄치과의원,치과,02-981-2807,서울특별시 강북구 도봉로 52,10:00~19:00,09:30~16:00,-,-,37.6137682,127.0305443
9756,함소아한의원(성북점),한의원,02-6475-1075,"서울특별시 강북구 도봉로 52, 8층 (미아동, 와이스퀘어)",10:00~18:00,09:30~16:30,-,09:30~15:00,37.6137682,127.0305443
8545,장대환내과의원,의원,02-909-3980,"서울특별시 성북구 장월로 88-1, (장위동)",09:00~18:00,09:00~13:00,-,-,37.6137861,127.0490711
14888,서울삼성내과의원,의원,02-353-1011,"서울특별시 은평구 서오릉로 203, 2층 (구산동)",09:00~18:30,09:00~14:00,-,-,37.6138083,126.9108947
14889,서울삼성치과의원,치과,02-384-2275,"서울특별시 은평구 서오릉로 203, 2층 (구산동)",09:30~18:30,09:30~14:00,-,-,37.6138083,126.9108947
793,푸른이비인후과의원,의원,02-948-5119,"서울특별시 중랑구 동일로 932, 3층 302호 (묵동, 묵동자이프라자 2단지)",09:00~19:00,09:00~15:00,-,-,37.6138355,127.0775187
12807,자이안피부과의원,의원,02-973-6100,서울특별시 중랑구 동일로 932,10:00~18:30,10:00~15:00,-,-,37.6138355,127.0775187
13084,키즈웰소아청소년과의원,의원,02-972-7975,서울특별시 중랑구 동일로 932,09:00~20:00,09:00~16:00,-,-,37.6138355,127.0775187
11924,서울조은치과의원,치과,02-979-2575,서울특별시 중랑구 동일로 932,09:30~18:30,-,-,-,37.6138355,127.0775187
10247,김영수한의원,한의원,02-938-1600,"서울특별시 중랑구 동일로 932, 202동 214호 (묵동, 묵동자이프라자)",09:30~18:30,09:30~15:30,-,-,37.6138355,127.0775187
12911,조이비인후과의원,의원,02-981-3219,서울특별시 강북구 도봉로 53,10:00~18:00,10:00~15:00,-,-,37.6138486,127.0296225
13784,김피부과의원,의원,02-980-5687,서울특별시 강북구 도봉로 53 (미아동),10:00~17:00,10:00~13:00,-,-,37.6138486,127.0296225
14731,백치과의원,치과,02-984-5454,서울특별시 강북구 도봉로 53 (미아동),10:00~19:00,10:00~16:00,-,-,37.6138486,127.0296225
926,한양재활의학과의원,의원,02-385-7575,"서울특별시 은평구 서오릉로 196, 3층 (갈현동)",09:00~19:00,09:00~15:00,-,-,37.613857,126.9120427
15293,예지소아청소년과의원,의원,02-308-1725,"서울특별시 은평구 서오릉로 196, 2층 (갈현동, 구산빌딩)",08:30~18:30,08:30~15:00,-,09:00~12:30,37.613857,126.9120427
14915,서울주치과의원,치과,02-384-7775,"서울특별시 은평구 서오릉로 196, 2층 (갈현동)",10:00~18:00,-,-,-,37.613857,126.9120427
